"species","species_code","model","mean","q2.5","q5","q95","q97.5","excludes_zero_90","excludes_zero_95","ci_conclusion_changes"
"Swainson's Thrush","SWTH","anthro",-2.5438418962375,-3.3870427,-3.252216375,-1.831680485,-1.694347355,TRUE,TRUE,FALSE
"Swainson's Warbler","SWWA","anthro",-1.49309201964712,-2.2091158475,-2.0804916,-0.899397714,-0.7834070395,TRUE,TRUE,FALSE
"Swallow-tailed Kite","STKI","anthro",-0.919874336962263,-1.7030571675,-1.574663545,-0.2592147445,-0.11978549075,TRUE,TRUE,FALSE
"Swamp Sparrow","SWSP","anthro",-1.2132952190562,-1.8782864225,-1.779871735,-0.641398588,-0.53229366475,TRUE,TRUE,FALSE
"Tennessee Warbler","TEWA","anthro",-1.23588577560625,-2.67961013,-2.43207525,-0.0170813569500018,0.259242787499999,TRUE,FALSE,TRUE
"Townsend's Solitaire","TOSO","anthro",-3.2161834446875,-4.295984555,-4.13433959,-2.25926004,-2.0775802325,TRUE,TRUE,FALSE
"Townsend's Warbler","TOWA","anthro",-3.309430998425,-4.478067885,-4.293226895,-2.33738538,-2.1367578875,TRUE,TRUE,FALSE
"Tree Swallow","TRES","anthro",0.6033044493475,0.31523947925,0.357861086,0.8525749585,0.90313730425,TRUE,TRUE,FALSE
"Tricolored Blackbird","TRBL","anthro",0.694085271812819,-0.51769314925,-0.327555253,1.719920395,1.92889837,FALSE,FALSE,FALSE
"Tricolored Heron","TRHE","anthro",-0.416411311832245,-1.3362479425,-1.17619587,0.331674119999999,0.490440787749999,FALSE,FALSE,FALSE
"Tropical Kingbird","TRKI","anthro",0.6041671412916,-1.1639415525,-0.8654517865,2.057931545,2.31233546,FALSE,FALSE,FALSE
"Trumpeter Swan","TRUS","anthro",-0.0150880093592173,-0.720635792,-0.5962871665,0.5799764905,0.7079217205,FALSE,FALSE,FALSE
"Tufted Titmouse","TUTI","anthro",-1.0583400968975,-1.2470173875,-1.21798733,-0.898859685,-0.86346168475,TRUE,TRUE,FALSE
"Turkey Vulture","TUVU","anthro",0.174193639355414,-0.0422705319,-0.00590795772,0.349061447,0.3853748685,FALSE,FALSE,FALSE
"Upland Sandpiper","UPSA","anthro",-0.504686586743776,-1.0767264425,-0.992897409,-0.0147148926500003,0.0772522393749998,TRUE,FALSE,TRUE
"Varied Bunting","VABU","anthro",0.004295438624815,-1.9037178825,-1.612562725,1.62360346,1.9512104775,FALSE,FALSE,FALSE
"Varied Thrush","VATH","anthro",-2.17698020166614,-3.8582653175,-3.584138075,-0.766184464500001,-0.530570434750002,TRUE,TRUE,FALSE
"Vaux's Swift","VASW","anthro",0.28940762795124,-0.53433510125,-0.3891501325,0.950600204,1.0732334375,FALSE,FALSE,FALSE
"Veery","VEER","anthro",-2.7640607866875,-3.3161371775,-3.2266649,-2.286376875,-2.2004755775,TRUE,TRUE,FALSE
"Verdin","VERD","anthro",-1.31286832954414,-2.0978347725,-1.96865966,-0.6463316185,-0.51991683425,TRUE,TRUE,FALSE
"Vermilion Flycatcher","VEFL","anthro",-0.963142351795982,-2.04654276,-1.859379255,-0.0193204855,0.17186692825,TRUE,FALSE,TRUE
"Vesper Sparrow","VESP","anthro",-0.0834784257012513,-0.542703431,-0.477212659,0.3209246695,0.39896768775,FALSE,FALSE,FALSE
"Violet-green Swallow","VGSW","anthro",-0.0616261095351401,-0.743719666,-0.634930358,0.5198864185,0.630027043499999,FALSE,FALSE,FALSE
"Virginia Rail","VIRA","anthro",-0.15710149677897,-0.72409162375,-0.6336548325,0.3125272955,0.39663604625,FALSE,FALSE,FALSE
"Virginia's Warbler","VIWA","anthro",-0.633994773849291,-2.14479342,-1.913381685,0.617115141,0.872779497999999,FALSE,FALSE,FALSE
"Warbling Vireo","WAVI","anthro",-0.7751352956505,-1.125338005,-1.064195985,-0.4757485405,-0.42617413375,TRUE,TRUE,FALSE
"Western Bluebird","WEBL","anthro",-0.338070832243789,-1.018752525,-0.908126194,0.250189732499999,0.365682903,FALSE,FALSE,FALSE
"Western Grebe","WEGR","anthro",-0.675853020404876,-1.6887389675,-1.535157005,0.187245033499999,0.39220338525,FALSE,FALSE,FALSE
"Western Gull","WEGU","anthro",-0.0359619857403275,-1.726701045,-1.448455105,1.371291665,1.67070125,FALSE,FALSE,FALSE
"Western Kingbird","WEKI","anthro",2.0548442374125,1.72408765,1.783242715,2.326437245,2.37656075,TRUE,TRUE,FALSE
"Western Meadowlark","WEME","anthro",0.768527434127134,0.38079185925,0.44235344,1.09268884,1.1527707275,TRUE,TRUE,FALSE
"Western Screech-Owl","WESO","anthro",-0.102255676682823,-1.2945347175,-1.09684056,0.8439548825,1.0134504225,FALSE,FALSE,FALSE
"Western Tanager","WETA","anthro",-2.8221311811375,-3.4549012925,-3.35869885,-2.285964625,-2.185726695,TRUE,TRUE,FALSE
"Western Wood-Pewee","WEWP","anthro",-0.256910553161428,-0.78378129475,-0.6892587635,0.1655256285,0.23905396675,FALSE,FALSE,FALSE
"White Ibis","WHIB","anthro",1.13444460272111,0.29668294975,0.4278888045,1.826009195,1.9633206575,TRUE,TRUE,FALSE
"White-breasted Nuthatch","WBNU","anthro",-1.5449313072375,-1.797652225,-1.759398175,-1.32502406,-1.2874560175,TRUE,TRUE,FALSE
"White-crowned Sparrow","WCSP","anthro",-0.396328134557357,-1.46772478,-1.27785982,0.528608216999999,0.701729260749998,FALSE,FALSE,FALSE
"White-eyed Vireo","WEVI","anthro",-2.5589603671875,-2.8210726625,-2.7792028,-2.33500569,-2.2911853275,TRUE,TRUE,FALSE
"White-faced Ibis","WFIB","anthro",2.0685224410375,1.13326996,1.2843745,2.858982415,3.0029022875,TRUE,TRUE,FALSE
"White-headed Woodpecker","WHWO","anthro",-0.407988174710057,-2.040638405,-1.801317135,0.9835520675,1.2516797175,FALSE,FALSE,FALSE
"White-tailed Hawk","WTHA","anthro",-0.0536053372419066,-0.87434914525,-0.744401178,0.6238182155,0.7563029855,FALSE,FALSE,FALSE
"White-tailed Kite","WTKI","anthro",0.537644932638215,-0.24197607175,-0.104792981,1.17907059,1.3078092575,FALSE,FALSE,FALSE
"White-throated Sparrow","WTSP","anthro",-4.14547861325,-4.961982505,-4.83883242,-3.450450265,-3.3078124225,TRUE,TRUE,FALSE
"White-throated Swift","WTSW","anthro",0.122968884002603,-1.0757929325,-0.897555373,1.14984826,1.346260785,FALSE,FALSE,FALSE
"White-tipped Dove","WTDO","anthro",-0.367981089994706,-1.6311944575,-1.404037755,0.640229148499999,0.838616138999999,FALSE,FALSE,FALSE
"White-winged Crossbill","WWCR","anthro",-0.544931298551333,-2.2949000475,-2.02796774,0.9524083195,1.22492781,FALSE,FALSE,FALSE
"White-winged Dove","WWDO","anthro",1.11095691212972,0.4439891575,0.5581421235,1.67393582,1.7856254475,TRUE,TRUE,FALSE
"Wild Turkey","WITU","anthro",-0.527696337208625,-0.805150588,-0.759444649,-0.3034577385,-0.26030460475,TRUE,TRUE,FALSE
"Willet","WILL","anthro",-0.340670000399048,-1.11896896,-1.002303165,0.3242074325,0.4590210675,FALSE,FALSE,FALSE
"Williamson's Sapsucker","WISA","anthro",-1.19908022880302,-2.8935602175,-2.6178095,0.265126412999999,0.5244987305,FALSE,FALSE,FALSE
"Willow Flycatcher","WIFL","anthro",0.881759749435262,0.4889577405,0.556740518,1.21928646,1.2785240825,TRUE,TRUE,FALSE
"Wilson's Phalarope","WIPH","anthro",0.340825499627712,-0.3492272205,-0.239563653,0.9212713965,1.0268509225,FALSE,FALSE,FALSE
"Wilson's Plover","WIPL","anthro",0.0215831275379761,-1.464534245,-1.23159115,1.257741005,1.4880567175,FALSE,FALSE,FALSE
"Wilson's Snipe","WISN","anthro",0.464013459007375,-0.08280793595,0.002908521535,0.90829544,0.9857161985,TRUE,FALSE,TRUE
"Wilson's Warbler","WIWA","anthro",-2.03812564795,-2.749743645,-2.640452045,-1.41596293,-1.29588942,TRUE,TRUE,FALSE
"Wood Duck","WODU","anthro",0.291841253195309,1.18241462750076e-05,0.04716294795,0.5364592695,0.5809906245,TRUE,TRUE,FALSE
"Wood Stork","WOST","anthro",0.612922619880946,-0.258645159,-0.1184870825,1.355287595,1.499845425,FALSE,FALSE,FALSE
"Wood Thrush","WOTH","anthro",-2.2174299847,-2.4709771175,-2.42793379,-2.010546065,-1.96898293,TRUE,TRUE,FALSE
"Woodhouse's Scrub-Jay","WOSJ","anthro",-0.0416953748269799,-1.4099072,-1.202870045,1.128286195,1.3443804325,FALSE,FALSE,FALSE
"Worm-eating Warbler","WEWA","anthro",-3.076042554925,-3.7696351075,-3.645412385,-2.50073092,-2.397802675,TRUE,TRUE,FALSE
"Wrentit","WREN","anthro",-1.25682115981612,-2.5002551825,-2.31003137,-0.201299951000001,-0.00183190647750012,TRUE,TRUE,FALSE
"Yellow Rail","YERA","anthro",-1.16903643455663,-2.915303345,-2.64109592,0.291709467999999,0.595157117749999,FALSE,FALSE,FALSE
"Yellow Warbler","YEWA","anthro",-0.0296438790513561,-0.3188722685,-0.271107294,0.205221602,0.2498225885,FALSE,FALSE,FALSE
"Yellow-bellied Flycatcher","YBFL","anthro",-1.68012046292447,-3.166653505,-2.92140795,-0.447828646,-0.192056465,TRUE,TRUE,FALSE
"Yellow-bellied Sapsucker","YBSA","anthro",-2.960123349375,-3.4611413,-3.381879845,-2.52180938,-2.4397274675,TRUE,TRUE,FALSE
"Yellow-billed Cuckoo","YBCU","anthro",-1.10394446348625,-1.2885945875,-1.25833239,-0.9516042025,-0.9223747345,TRUE,TRUE,FALSE
"Yellow-billed Magpie","YBMA","anthro",1.13420811462051,0.14330268825,0.310407603,1.982009855,2.146384015,TRUE,TRUE,FALSE
"Yellow-breasted Chat","YBCH","anthro",-1.7662700833375,-2.09397855,-2.03900324,-1.49046686,-1.44474835,TRUE,TRUE,FALSE
"Yellow-crowned Night-Heron","YCNH","anthro",0.104059417840154,-0.5165284515,-0.422632078,0.6287635745,0.729739206749999,FALSE,FALSE,FALSE
"Yellow-headed Blackbird","YHBL","anthro",2.0092481325025,1.4012076975,1.499293765,2.55295264,2.64761291,TRUE,TRUE,FALSE
"Yellow-rumped Warbler","YRWA","anthro",-4.343407868275,-5.00825519,-4.887090125,-3.79544623,-3.681277355,TRUE,TRUE,FALSE
"Yellow-throated Vireo","YTVI","anthro",-2.5379972173875,-2.8231466725,-2.77965058,-2.29780541,-2.250019865,TRUE,TRUE,FALSE
"Yellow-throated Warbler","YTWA","anthro",-3.12599680505,-3.6219418175,-3.545278,-2.69601809,-2.6182597325,TRUE,TRUE,FALSE
"Zone-tailed Hawk","ZTHA","anthro",-0.230625740911967,-2.15679281,-1.822681455,1.401723415,1.7234889825,FALSE,FALSE,FALSE
